"Rank","Team","Record","Points","PV.Rank","Voter","Week"
9,"West Virginia","6-0",997,"12","ross-dellenger","Week 9"
10,"Nebraska","7-0",1083,"8","ross-dellenger","Week 9"
11,"Wisconsin","5-2",980,"10","ross-dellenger","Week 9"
12,"Boise State","7-0",716,"14","ross-dellenger","Week 9"
13,"Florida State","5-2",725,"13","ross-dellenger","Week 9"
14,"Auburn","5-2",641,"21","ross-dellenger","Week 9"
15,"Oklahoma","5-2",626,"16","ross-dellenger","Week 9"
16,"LSU","5-2",352,"25","ross-dellenger","Week 9"
17,"Tennessee","5-2",572,"18","ross-dellenger","Week 9"
18,"Colorado","6-2",207,"-","ross-dellenger","Week 9"
19,"Florida","5-1",654,"15","ross-dellenger","Week 9"
20,"Utah","7-1",584,"19","ross-dellenger","Week 9"
21,"Virginia Tech","5-2",110,"-","ross-dellenger","Week 9"
22,"North Carolina","6-2",328,"22","ross-dellenger","Week 9"
23,"Western Michigan","8-0",349,"20","ross-dellenger","Week 9"
24,"Penn State","5-2",193,"-","ross-dellenger","Week 9"
25,"Washington State","5-2",84,"-","ross-dellenger","Week 9"
1,"Alabama","8-0",1524,"1","sam-mckewon","Week 9"
2,"Michigan","7-0",1446,"3","sam-mckewon","Week 9"
3,"Washington","7-0",1373,"5","sam-mckewon","Week 9"
4,"Clemson","7-0",1382,"4","sam-mckewon","Week 9"
5,"Louisville","6-1",1276,"7","sam-mckewon","Week 9"
6,"Ohio State","6-1",1143,"2","sam-mckewon","Week 9"
7,"Texas A&M","6-1",1007,"6","sam-mckewon","Week 9"
8,"Florida State","5-2",725,"13","sam-mckewon","Week 9"
9,"West Virginia","6-0",997,"12","sam-mckewon","Week 9"
10,"Wisconsin","5-2",980,"10","sam-mckewon","Week 9"
11,"Nebraska","7-0",1083,"8","sam-mckewon","Week 9"
12,"Auburn","5-2",641,"21","sam-mckewon","Week 9"
13,"LSU","5-2",352,"25","sam-mckewon","Week 9"
14,"Boise State","7-0",716,"14","sam-mckewon","Week 9"
15,"Baylor","6-0",1063,"9","sam-mckewon","Week 9"
16,"Colorado","6-2",207,"-","sam-mckewon","Week 9"
17,"North Carolina","6-2",328,"22","sam-mckewon","Week 9"
18,"Utah","7-1",584,"19","sam-mckewon","Week 9"
19,"Tennessee","5-2",572,"18","sam-mckewon","Week 9"
20,"Florida","5-1",654,"15","sam-mckewon","Week 9"
21,"Oklahoma","5-2",626,"16","sam-mckewon","Week 9"
22,"Western Michigan","8-0",349,"20","sam-mckewon","Week 9"
23,"Virginia Tech","5-2",110,"-","sam-mckewon","Week 9"
24,"Washington State","5-2",84,"-","sam-mckewon","Week 9"
25,"Penn State","5-2",193,"-","sam-mckewon","Week 9"
1,"Alabama","8-0",1524,"1","scott-hamilton","Week 9"
2,"Michigan","7-0",1446,"3","scott-hamilton","Week 9"
3,"Washington","7-0",1373,"5","scott-hamilton","Week 9"
4,"Clemson","7-0",1382,"4","scott-hamilton","Week 9"
5,"Louisville","6-1",1276,"7","scott-hamilton","Week 9"
6,"Baylor","6-0",1063,"9","scott-hamilton","Week 9"
7,"Nebraska","7-0",1083,"8","scott-hamilton","Week 9"
8,"Ohio State","6-1",1143,"2","scott-hamilton","Week 9"
9,"West Virginia","6-0",997,"12","scott-hamilton","Week 9"
10,"Wisconsin","5-2",980,"10","scott-hamilton","Week 9"
11,"Texas A&M","6-1",1007,"6","scott-hamilton","Week 9"
12,"Florida State","5-2",725,"13","scott-hamilton","Week 9"
13,"Florida","5-1",654,"15","scott-hamilton","Week 9"
14,"Boise State","7-0",716,"14","scott-hamilton","Week 9"
15,"Oklahoma","5-2",626,"16","scott-hamilton","Week 9"
16,"Utah","7-1",584,"19","scott-hamilton","Week 9"
17,"Auburn","5-2",641,"21","scott-hamilton","Week 9"
18,"Western Michigan","8-0",349,"20","scott-hamilton","Week 9"
19,"North Carolina","6-2",328,"22","scott-hamilton","Week 9"
20,"Tennessee","5-2",572,"18","scott-hamilton","Week 9"
21,"LSU","5-2",352,"25","scott-hamilton","Week 9"
22,"Colorado","6-2",207,"-","scott-hamilton","Week 9"
23,"Navy","5-1",251,"24","scott-hamilton","Week 9"
24,"Houston","6-2",67,"11","scott-hamilton","Week 9"
25,"Penn State","5-2",193,"-","scott-hamilton","Week 9"
1,"Michigan","7-0",1446,"3","scott-wolf","Week 9"
2,"Alabama","8-0",1524,"1","scott-wolf","Week 9"
3,"Clemson","7-0",1382,"4","scott-wolf","Week 9"
4,"Louisville","6-1",1276,"7","scott-wolf","Week 9"
5,"Washington","7-0",1373,"5","scott-wolf","Week 9"
6,"Ohio State","6-1",1143,"2","scott-wolf","Week 9"
7,"Texas A&M","6-1",1007,"6","scott-wolf","Week 9"
8,"Wisconsin","5-2",980,"10","scott-wolf","Week 9"
9,"Nebraska","7-0",1083,"8","scott-wolf","Week 9"
10,"Baylor","6-0",1063,"9","scott-wolf","Week 9"
11,"Florida State","5-2",725,"13","scott-wolf","Week 9"
12,"West Virginia","6-0",997,"12","scott-wolf","Week 9"
13,"Oklahoma","5-2",626,"16","scott-wolf","Week 9"
14,"Auburn","5-2",641,"21","scott-wolf","Week 9"
15,"Tennessee","5-2",572,"18","scott-wolf","Week 9"
16,"Boise State","7-0",716,"14","scott-wolf","Week 9"
17,"Florida","5-1",654,"15","scott-wolf","Week 9"
18,"Navy","5-1",251,"24","scott-wolf","Week 9"
19,"Washington State","5-2",84,"-","scott-wolf","Week 9"
20,"Utah","7-1",584,"19","scott-wolf","Week 9"
21,"LSU","5-2",352,"25","scott-wolf","Week 9"
22,"Penn State","5-2",193,"-","scott-wolf","Week 9"
23,"North Carolina","6-2",328,"22","scott-wolf","Week 9"
24,"Western Michigan","8-0",349,"20","scott-wolf","Week 9"
25,"Colorado","6-2",207,"-","scott-wolf","Week 9"
1,"Alabama","8-0",1524,"1","steve-batterson","Week 9"
2,"Michigan","7-0",1446,"3","steve-batterson","Week 9"
3,"Clemson","7-0",1382,"4","steve-batterson","Week 9"
4,"Washington","7-0",1373,"5","steve-batterson","Week 9"
5,"Louisville","6-1",1276,"7","steve-batterson","Week 9"
6,"Nebraska","7-0",1083,"8","steve-batterson","Week 9"
7,"Baylor","6-0",1063,"9","steve-batterson","Week 9"
8,"Ohio State","6-1",1143,"2","steve-batterson","Week 9"
9,"Wisconsin","5-2",980,"10","steve-batterson","Week 9"
10,"West Virginia","6-0",997,"12","steve-batterson","Week 9"
11,"Texas A&M","6-1",1007,"6","steve-batterson","Week 9"
12,"Florida State","5-2",725,"13","steve-batterson","Week 9"
13,"Florida","5-1",654,"15","steve-batterson","Week 9"
14,"Oklahoma","5-2",626,"16","steve-batterson","Week 9"
15,"Boise State","7-0",716,"14","steve-batterson","Week 9"
16,"Utah","7-1",584,"19","steve-batterson","Week 9"
17,"Tennessee","5-2",572,"18","steve-batterson","Week 9"
18,"Western Michigan","8-0",349,"20","steve-batterson","Week 9"
19,"North Carolina","6-2",328,"22","steve-batterson","Week 9"
20,"Navy","5-1",251,"24","steve-batterson","Week 9"
21,"Auburn","5-2",641,"21","steve-batterson","Week 9"
22,"Oklahoma State","5-2",62,"-","steve-batterson","Week 9"
23,"LSU","5-2",352,"25","steve-batterson","Week 9"
24,"Colorado","6-2",207,"-","steve-batterson","Week 9"
25,"Penn State","5-2",193,"-","steve-batterson","Week 9"
1,"Alabama","8-0",1524,"1","steve-wiseman","Week 9"
2,"Clemson","7-0",1382,"4","steve-wiseman","Week 9"
3,"Michigan","7-0",1446,"3","steve-wiseman","Week 9"
4,"Washington","7-0",1373,"5","steve-wiseman","Week 9"
5,"Louisville","6-1",1276,"7","steve-wiseman","Week 9"
6,"Ohio State","6-1",1143,"2","steve-wiseman","Week 9"
7,"Nebraska","7-0",1083,"8","steve-wiseman","Week 9"
8,"West Virginia","6-0",997,"12","steve-wiseman","Week 9"
9,"Texas A&M","6-1",1007,"6","steve-wiseman","Week 9"
10,"Wisconsin","5-2",980,"10","steve-wiseman","Week 9"
11,"Baylor","6-0",1063,"9","steve-wiseman","Week 9"
12,"Florida","5-1",654,"15","steve-wiseman","Week 9"
13,"Boise State","7-0",716,"14","steve-wiseman","Week 9"
14,"Florida State","5-2",725,"13","steve-wiseman","Week 9"
15,"Oklahoma","5-2",626,"16","steve-wiseman","Week 9"
16,"North Carolina","6-2",328,"22","steve-wiseman","Week 9"
17,"Tennessee","5-2",572,"18","steve-wiseman","Week 9"
18,"Utah","7-1",584,"19","steve-wiseman","Week 9"
19,"Western Michigan","8-0",349,"20","steve-wiseman","Week 9"
20,"Auburn","5-2",641,"21","steve-wiseman","Week 9"
21,"LSU","5-2",352,"25","steve-wiseman","Week 9"
22,"Navy","5-1",251,"24","steve-wiseman","Week 9"
23,"Virginia Tech","5-2",110,"-","steve-wiseman","Week 9"
24,"Penn State","5-2",193,"-","steve-wiseman","Week 9"
25,"Houston","6-2",67,"11","steve-wiseman","Week 9"
1,"Alabama","8-0",1524,"1","tom-murphy","Week 9"
2,"Washington","7-0",1373,"5","tom-murphy","Week 9"
3,"Michigan","7-0",1446,"3","tom-murphy","Week 9"
4,"Clemson","7-0",1382,"4","tom-murphy","Week 9"
5,"Louisville","6-1",1276,"7","tom-murphy","Week 9"
6,"Texas A&M","6-1",1007,"6","tom-murphy","Week 9"
7,"Ohio State","6-1",1143,"2","tom-murphy","Week 9"
8,"Baylor","6-0",1063,"9","tom-murphy","Week 9"
9,"West Virginia","6-0",997,"12","tom-murphy","Week 9"
10,"Nebraska","7-0",1083,"8","tom-murphy","Week 9"
11,"Utah","7-1",584,"19","tom-murphy","Week 9"
12,"Wisconsin","5-2",980,"10","tom-murphy","Week 9"
13,"Auburn","5-2",641,"21","tom-murphy","Week 9"
14,"Florida","5-1",654,"15","tom-murphy","Week 9"
15,"Florida State","5-2",725,"13","tom-murphy","Week 9"
16,"Oklahoma","5-2",626,"16","tom-murphy","Week 9"
17,"Tennessee","5-2",572,"18","tom-murphy","Week 9"
18,"LSU","5-2",352,"25","tom-murphy","Week 9"
19,"Penn State","5-2",193,"-","tom-murphy","Week 9"
20,"Boise State","7-0",716,"14","tom-murphy","Week 9"
21,"Virginia Tech","5-2",110,"-","tom-murphy","Week 9"
22,"Navy","5-1",251,"24","tom-murphy","Week 9"
23,"Washington State","5-2",84,"-","tom-murphy","Week 9"
24,"Colorado","6-2",207,"-","tom-murphy","Week 9"
25,"Western Michigan","8-0",349,"20","tom-murphy","Week 9"
1,"Alabama","8-0",1524,"1","tony-parks","Week 9"
2,"Clemson","7-0",1382,"4","tony-parks","Week 9"
3,"Washington","7-0",1373,"5","tony-parks","Week 9"
4,"Michigan","7-0",1446,"3","tony-parks","Week 9"
5,"Baylor","6-0",1063,"9","tony-parks","Week 9"
6,"Louisville","6-1",1276,"7","tony-parks","Week 9"
7,"Nebraska","7-0",1083,"8","tony-parks","Week 9"
8,"West Virginia","6-0",997,"12","tony-parks","Week 9"
9,"Texas A&M","6-1",1007,"6","tony-parks","Week 9"
10,"Ohio State","6-1",1143,"2","tony-parks","Week 9"
11,"Florida","5-1",654,"15","tony-parks","Week 9"
12,"Boise State","7-0",716,"14","tony-parks","Week 9"
13,"Utah","7-1",584,"19","tony-parks","Week 9"
14,"Wisconsin","5-2",980,"10","tony-parks","Week 9"
15,"Virginia Tech","5-2",110,"-","tony-parks","Week 9"
16,"Auburn","5-2",641,"21","tony-parks","Week 9"
17,"Florida State","5-2",725,"13","tony-parks","Week 9"
18,"Tennessee","5-2",572,"18","tony-parks","Week 9"
19,"Western Michigan","8-0",349,"20","tony-parks","Week 9"
20,"Colorado","6-2",207,"-","tony-parks","Week 9"
21,"Oklahoma","5-2",626,"16","tony-parks","Week 9"
22,"North Carolina","6-2",328,"22","tony-parks","Week 9"
23,"LSU","5-2",352,"25","tony-parks","Week 9"
24,"Navy","5-1",251,"24","tony-parks","Week 9"
25,"Troy","6-1",6,"-","tony-parks","Week 9"
